station,line,product,direction,planned_when,actual_when,delay_seconds
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-04T06:32:00+02:00,2026-08-04T06:33:00+02:00,60.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-04T06:30:00+02:00,2026-08-04T06:35:00+02:00,300.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-04T06:35:00+02:00,2026-08-04T06:35:00+02:00,0.0
alexanderplatz,S3,suburban,S Spandau Bhf (Berlin),2026-08-04T06:35:00+02:00,2026-08-04T06:36:00+02:00,60.0
alexanderplatz,300,bus,"Tiergarten, Philharmonie",2026-08-04T06:35:00+02:00,2026-08-04T06:37:00+02:00,120.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-04T06:35:00+02:00,2026-08-04T06:37:00+02:00,120.0
alexanderplatz,S5,suburban,S Hoppegarten,2026-08-04T06:37:00+02:00,2026-08-04T06:37:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-04T06:39:00+02:00,2026-08-04T06:37:00+02:00,-120.0
alexanderplatz,S5,suburban,S Westkreuz (Berlin),2026-08-04T06:38:00+02:00,2026-08-04T06:38:00+02:00,0.0
alexanderplatz,S3,suburban,S Friedrichshagen (Berlin),2026-08-04T06:40:00+02:00,2026-08-04T06:40:00+02:00,0.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-04T06:40:00+02:00,2026-08-04T06:40:00+02:00,0.0
alexanderplatz,U2,subway,Theodor-Heuss-Platz,2026-08-04T06:40:00+02:00,2026-08-04T06:40:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-04T06:40:00+02:00,2026-08-04T06:41:00+02:00,60.0
alexanderplatz,S9,suburban,Flughafen BER,2026-08-04T06:42:00+02:00,2026-08-04T06:42:00+02:00,0.0
alexanderplatz,300,bus,S+U Warschauer Str.,2026-08-04T06:43:00+02:00,2026-08-04T06:42:00+02:00,-60.0
alexanderplatz,S9,suburban,S Spandau Bhf (Berlin),2026-08-04T06:43:00+02:00,2026-08-04T06:43:00+02:00,0.0
alexanderplatz,200,bus,"Prenzlauer Berg, Michelangelostr.",2026-08-04T06:44:00+02:00,2026-08-04T06:45:00+02:00,60.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-04T06:44:00+02:00,2026-08-04T06:45:00+02:00,60.0
alexanderplatz,S3,suburban,S Charlottenburg Bhf (Berlin),2026-08-04T06:45:00+02:00,2026-08-04T06:45:00+02:00,0.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-04T06:45:00+02:00,2026-08-04T06:45:00+02:00,0.0
alexanderplatz,S5,suburban,S Strausberg Nord,2026-08-04T06:47:00+02:00,2026-08-04T06:47:00+02:00,0.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-04T06:49:00+02:00,2026-08-04T06:47:00+02:00,-120.0
alexanderplatz,S5,suburban,S Westkreuz (Berlin),2026-08-04T06:48:00+02:00,2026-08-04T06:48:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-04T06:49:00+02:00,2026-08-04T06:49:00+02:00,0.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-04T06:50:00+02:00,2026-08-04T06:50:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-04T06:51:00+02:00,2026-08-04T06:50:00+02:00,-60.0
alexanderplatz,S3,suburban,S Friedrichshagen (Berlin),2026-08-04T06:52:00+02:00,2026-08-04T06:52:00+02:00,0.0
alexanderplatz,S3,suburban,S Spandau Bhf (Berlin),2026-08-04T06:53:00+02:00,2026-08-04T06:53:00+02:00,0.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-04T06:55:00+02:00,2026-08-04T06:55:00+02:00,0.0
alexanderplatz,S5,suburban,S Hoppegarten,2026-08-04T06:57:00+02:00,2026-08-04T06:57:00+02:00,0.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-04T06:55:00+02:00,2026-08-04T06:58:00+02:00,180.0
alexanderplatz,S5,suburban,S Westkreuz (Berlin),2026-08-04T06:58:00+02:00,2026-08-04T06:58:00+02:00,0.0
alexanderplatz,300,bus,"Tiergarten, Philharmonie",2026-08-04T09:14:00+02:00,2026-08-04T09:12:00+02:00,-120.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-04T09:14:00+02:00,2026-08-04T09:13:00+02:00,-60.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-04T09:15:00+02:00,2026-08-04T09:13:00+02:00,-120.0
alexanderplatz,U2,subway,Pankow,2026-08-04T09:14:00+02:00,2026-08-04T09:15:00+02:00,60.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-04T09:15:00+02:00,2026-08-04T09:15:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-04T09:15:00+02:00,2026-08-04T09:15:00+02:00,0.0
alexanderplatz,U2,subway,Theodor-Heuss-Platz,2026-08-04T09:15:00+02:00,2026-08-04T09:15:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-04T09:15:00+02:00,2026-08-04T09:16:00+02:00,60.0
alexanderplatz,200,bus,S+U Zoologischer Garten via Potsdamer Platz,2026-08-04T09:16:00+02:00,2026-08-04T09:16:00+02:00,0.0
alexanderplatz,100,bus,"Mitte, Memhardstr.",2026-08-04T09:16:00+02:00,2026-08-04T09:17:00+02:00,60.0
alexanderplatz,S5,suburban,S Mahlsdorf Bhf (Berlin),2026-08-04T09:17:00+02:00,2026-08-04T09:17:00+02:00,0.0
alexanderplatz,M6,tram,"Hellersdorf, Riesaer Str.",2026-08-04T09:17:00+02:00,2026-08-04T09:17:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-04T09:17:00+02:00,2026-08-04T09:17:00+02:00,0.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-04T09:19:00+02:00,2026-08-04T09:17:00+02:00,-120.0
alexanderplatz,S5,suburban,S Westkreuz (Berlin),2026-08-04T09:18:00+02:00,2026-08-04T09:18:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-04T09:18:00+02:00,2026-08-04T09:18:00+02:00,0.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-04T09:18:00+02:00,2026-08-04T09:18:00+02:00,0.0
alexanderplatz,200,bus,"Prenzlauer Berg, Michelangelostr.",2026-08-04T09:18:00+02:00,2026-08-04T09:19:00+02:00,60.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-04T09:19:00+02:00,2026-08-04T09:19:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-04T09:19:00+02:00,2026-08-04T09:20:00+02:00,60.0
alexanderplatz,U2,subway,Pankow,2026-08-04T09:19:00+02:00,2026-08-04T09:20:00+02:00,60.0
alexanderplatz,S3,suburban,S Köpenick (Berlin),2026-08-04T09:20:00+02:00,2026-08-04T09:20:00+02:00,0.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-04T09:20:00+02:00,2026-08-04T09:20:00+02:00,0.0
alexanderplatz,U2,subway,Ruhleben,2026-08-04T09:20:00+02:00,2026-08-04T09:20:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-04T09:20:00+02:00,2026-08-04T09:21:00+02:00,60.0
alexanderplatz,248,bus,U Breitenbachplatz via S Südkreuz,2026-08-04T09:21:00+02:00,2026-08-04T09:21:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-04T09:18:00+02:00,2026-08-04T09:22:00+02:00,240.0
alexanderplatz,M4,tram,Falkenberg,2026-08-04T09:22:00+02:00,2026-08-04T09:22:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-04T09:22:00+02:00,2026-08-04T09:22:00+02:00,0.0
alexanderplatz,S9,suburban,S Spandau Bhf (Berlin),2026-08-04T09:23:00+02:00,2026-08-04T09:23:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-04T09:23:00+02:00,2026-08-04T09:23:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-04T09:23:00+02:00,2026-08-04T09:23:00+02:00,0.0
alexanderplatz,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-04T09:23:00+02:00,2026-08-04T09:23:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-04T09:24:00+02:00,2026-08-04T09:23:00+02:00,-60.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-04T09:25:00+02:00,2026-08-04T09:23:00+02:00,-120.0
alexanderplatz,U2,subway,Pankow,2026-08-04T09:23:00+02:00,2026-08-04T09:24:00+02:00,60.0
alexanderplatz,300,bus,S+U Warschauer Str.,2026-08-04T09:26:00+02:00,2026-08-04T09:24:00+02:00,-120.0
alexanderplatz,U8,subway,Paracelsus-Bad,2026-08-04T09:23:00+02:00,2026-08-04T09:25:00+02:00,120.0
alexanderplatz,S3,suburban,S Grunewald (Berlin),2026-08-04T09:25:00+02:00,2026-08-04T09:25:00+02:00,0.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-04T09:25:00+02:00,2026-08-04T09:25:00+02:00,0.0
alexanderplatz,U2,subway,Theodor-Heuss-Platz,2026-08-04T09:25:00+02:00,2026-08-04T09:25:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-04T09:25:00+02:00,2026-08-04T09:26:00+02:00,60.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-04T09:26:00+02:00,2026-08-04T09:26:00+02:00,0.0
alexanderplatz,S5,suburban,S Strausberg Nord,2026-08-04T09:27:00+02:00,2026-08-04T09:27:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-04T09:27:00+02:00,2026-08-04T09:27:00+02:00,0.0
alexanderplatz,M6,tram,"Hellersdorf, Riesaer Str.",2026-08-04T09:27:00+02:00,2026-08-04T09:27:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-04T09:27:00+02:00,2026-08-04T09:27:00+02:00,0.0
alexanderplatz,S5,suburban,S Westkreuz (Berlin),2026-08-04T09:28:00+02:00,2026-08-04T09:28:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-04T09:28:00+02:00,2026-08-04T09:28:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-04T09:28:00+02:00,2026-08-04T09:28:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-04T09:28:00+02:00,2026-08-04T09:28:00+02:00,0.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-04T09:29:00+02:00,2026-08-04T09:29:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-04T09:29:00+02:00,2026-08-04T09:29:00+02:00,0.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-04T09:30:00+02:00,2026-08-04T09:30:00+02:00,0.0
alexanderplatz,M4,tram,Falkenberg,2026-08-04T09:30:00+02:00,2026-08-04T09:30:00+02:00,0.0
alexanderplatz,U2,subway,Ruhleben,2026-08-04T09:30:00+02:00,2026-08-04T09:30:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-04T09:30:00+02:00,2026-08-04T09:30:00+02:00,0.0
alexanderplatz,248,bus,S Südkreuz,2026-08-04T09:31:00+02:00,2026-08-04T09:31:00+02:00,0.0
alexanderplatz,300,bus,"Tiergarten, Philharmonie",2026-08-04T09:31:00+02:00,2026-08-04T09:31:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-04T09:31:00+02:00,2026-08-04T09:31:00+02:00,0.0
alexanderplatz,S3,suburban,S Erkner Bhf,2026-08-04T09:32:00+02:00,2026-08-04T09:32:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-04T09:32:00+02:00,2026-08-04T09:32:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-04T09:32:00+02:00,2026-08-04T09:32:00+02:00,0.0
alexanderplatz,100,bus,"Mitte, Memhardstr.",2026-08-04T09:32:00+02:00,2026-08-04T09:33:00+02:00,60.0
alexanderplatz,S3,suburban,S Spandau Bhf (Berlin),2026-08-04T09:33:00+02:00,2026-08-04T09:33:00+02:00,0.0
alexanderplatz,M2,tram,Heinersdorf,2026-08-04T09:33:00+02:00,2026-08-04T09:33:00+02:00,0.0
alexanderplatz,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-04T09:33:00+02:00,2026-08-04T09:33:00+02:00,0.0
alexanderplatz,U8,subway,Paracelsus-Bad,2026-08-04T09:33:00+02:00,2026-08-04T09:33:00+02:00,0.0
alexanderplatz,200,bus,"Prenzlauer Berg, Michelangelostr.",2026-08-04T09:30:00+02:00,2026-08-04T09:34:00+02:00,240.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-04T09:34:00+02:00,2026-08-04T09:34:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-04T09:34:00+02:00,2026-08-04T09:34:00+02:00,0.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-04T09:35:00+02:00,2026-08-04T09:35:00+02:00,0.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-04T09:35:00+02:00,2026-08-04T09:35:00+02:00,0.0
alexanderplatz,U2,subway,Theodor-Heuss-Platz,2026-08-04T09:35:00+02:00,2026-08-04T09:35:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-04T09:35:00+02:00,2026-08-04T09:35:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-04T09:36:00+02:00,2026-08-04T09:36:00+02:00,0.0
alexanderplatz,S5,suburban,S Mahlsdorf Bhf (Berlin),2026-08-04T09:37:00+02:00,2026-08-04T09:37:00+02:00,0.0
alexanderplatz,M6,tram,"Hellersdorf, Riesaer Str.",2026-08-04T09:37:00+02:00,2026-08-04T09:37:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-04T09:37:00+02:00,2026-08-04T09:37:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-04T09:37:00+02:00,2026-08-04T09:37:00+02:00,0.0
alexanderplatz,S5,suburban,S Westkreuz (Berlin),2026-08-04T09:38:00+02:00,2026-08-04T09:38:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-04T09:38:00+02:00,2026-08-04T09:38:00+02:00,0.0
alexanderplatz,M4,tram,Falkenberg,2026-08-04T09:38:00+02:00,2026-08-04T09:38:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-04T09:38:00+02:00,2026-08-04T09:38:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-04T09:39:00+02:00,2026-08-04T09:39:00+02:00,0.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-04T09:39:00+02:00,2026-08-04T09:40:00+02:00,60.0
alexanderplatz,S3,suburban,S Köpenick (Berlin),2026-08-04T09:40:00+02:00,2026-08-04T09:40:00+02:00,0.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-04T09:40:00+02:00,2026-08-04T09:40:00+02:00,0.0
alexanderplatz,200,bus,S+U Zoologischer Garten via Potsdamer Platz,2026-08-04T09:40:00+02:00,2026-08-04T09:40:00+02:00,0.0
alexanderplatz,U2,subway,Ruhleben,2026-08-04T09:40:00+02:00,2026-08-04T09:40:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-04T09:40:00+02:00,2026-08-04T09:40:00+02:00,0.0
alexanderplatz,100,bus,S+U Zoologischer Garten via Reichstag,2026-08-04T09:41:00+02:00,2026-08-04T09:41:00+02:00,0.0
alexanderplatz,248,bus,U Breitenbachplatz via S Südkreuz,2026-08-04T09:41:00+02:00,2026-08-04T09:41:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-04T09:41:00+02:00,2026-08-04T09:41:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-04T09:41:00+02:00,2026-08-04T09:42:00+02:00,60.0
alexanderplatz,S9,suburban,Flughafen BER,2026-08-04T09:42:00+02:00,2026-08-04T09:42:00+02:00,0.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-04T09:42:00+02:00,2026-08-04T09:42:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-04T09:42:00+02:00,2026-08-04T09:42:00+02:00,0.0
alexanderplatz,S9,suburban,S Spandau Bhf (Berlin),2026-08-04T09:43:00+02:00,2026-08-04T09:43:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-04T09:43:00+02:00,2026-08-04T09:43:00+02:00,0.0
alexanderplatz,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-04T09:43:00+02:00,2026-08-04T09:43:00+02:00,0.0
alexanderplatz,U8,subway,Paracelsus-Bad,2026-08-04T09:43:00+02:00,2026-08-04T09:43:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-04T09:44:00+02:00,2026-08-04T09:44:00+02:00,0.0
alexanderplatz,M6,tram,"Hellersdorf, Riesaer Str.",2026-08-04T14:05:00+02:00,2026-08-04T14:03:00+02:00,-120.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-04T14:05:00+02:00,2026-08-04T14:04:00+02:00,-60.0
alexanderplatz,S5,suburban,S Hoppegarten,2026-08-04T13:57:00+02:00,2026-08-04T14:05:00+02:00,480.0
alexanderplatz,S9,suburban,S Spandau Bhf (Berlin),2026-08-04T14:03:00+02:00,2026-08-04T14:06:00+02:00,180.0
alexanderplatz,200,bus,S+U Zoologischer Garten via Potsdamer Platz,2026-08-04T14:04:00+02:00,2026-08-04T14:06:00+02:00,120.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-04T14:05:00+02:00,2026-08-04T14:06:00+02:00,60.0
alexanderplatz,U2,subway,Theodor-Heuss-Platz,2026-08-04T14:05:00+02:00,2026-08-04T14:06:00+02:00,60.0
alexanderplatz,300,bus,S+U Warschauer Str.,2026-08-04T14:06:00+02:00,2026-08-04T14:07:00+02:00,60.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-04T14:07:00+02:00,2026-08-04T14:07:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-04T14:06:00+02:00,2026-08-04T14:08:00+02:00,120.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-04T14:08:00+02:00,2026-08-04T14:08:00+02:00,0.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-04T14:08:00+02:00,2026-08-04T14:08:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-04T14:08:00+02:00,2026-08-04T14:08:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-04T14:09:00+02:00,2026-08-04T14:08:00+02:00,-60.0
alexanderplatz,U2,subway,Pankow,2026-08-04T14:08:00+02:00,2026-08-04T14:09:00+02:00,60.0
alexanderplatz,200,bus,"Prenzlauer Berg, Michelangelostr.",2026-08-04T14:06:00+02:00,2026-08-04T14:10:00+02:00,240.0
alexanderplatz,U2,subway,Ruhleben,2026-08-04T14:10:00+02:00,2026-08-04T14:10:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-04T14:10:00+02:00,2026-08-04T14:10:00+02:00,0.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-04T14:09:00+02:00,2026-08-04T14:11:00+02:00,120.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-04T14:10:00+02:00,2026-08-04T14:11:00+02:00,60.0
alexanderplatz,100,bus,S+U Zoologischer Garten via Reichstag,2026-08-04T14:11:00+02:00,2026-08-04T14:11:00+02:00,0.0
alexanderplatz,248,bus,S Südkreuz,2026-08-04T14:11:00+02:00,2026-08-04T14:11:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-04T14:11:00+02:00,2026-08-04T14:11:00+02:00,0.0
alexanderplatz,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-04T14:11:00+02:00,2026-08-04T14:11:00+02:00,0.0
alexanderplatz,300,bus,"Tiergarten, Philharmonie",2026-08-04T14:11:00+02:00,2026-08-04T14:12:00+02:00,60.0
alexanderplatz,S3,suburban,S Friedrichshagen (Berlin),2026-08-04T14:12:00+02:00,2026-08-04T14:12:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-04T14:12:00+02:00,2026-08-04T14:12:00+02:00,0.0
alexanderplatz,M2,tram,Heinersdorf,2026-08-04T14:13:00+02:00,2026-08-04T14:13:00+02:00,0.0
alexanderplatz,M4,tram,Falkenberg,2026-08-04T14:13:00+02:00,2026-08-04T14:13:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-04T14:13:00+02:00,2026-08-04T14:13:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-04T14:14:00+02:00,2026-08-04T14:13:00+02:00,-60.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-04T14:15:00+02:00,2026-08-04T14:13:00+02:00,-120.0
alexanderplatz,U8,subway,Wittenau,2026-08-04T14:13:00+02:00,2026-08-04T14:14:00+02:00,60.0
alexanderplatz,U2,subway,Theodor-Heuss-Platz,2026-08-04T14:14:00+02:00,2026-08-04T14:14:00+02:00,0.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-04T14:05:00+02:00,2026-08-04T14:15:00+02:00,600.0
alexanderplatz,S3,suburban,S Spandau Bhf (Berlin),2026-08-04T14:15:00+02:00,2026-08-04T14:15:00+02:00,0.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-04T14:15:00+02:00,2026-08-04T14:15:00+02:00,0.0
alexanderplatz,M6,tram,"Hellersdorf, Riesaer Str.",2026-08-04T14:15:00+02:00,2026-08-04T14:15:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-04T14:15:00+02:00,2026-08-04T14:15:00+02:00,0.0
alexanderplatz,200,bus,S+U Zoologischer Garten via Potsdamer Platz,2026-08-04T14:16:00+02:00,2026-08-04T14:17:00+02:00,60.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-04T14:17:00+02:00,2026-08-04T14:17:00+02:00,0.0
alexanderplatz,200,bus,"Prenzlauer Berg, Michelangelostr.",2026-08-04T14:18:00+02:00,2026-08-04T14:17:00+02:00,-60.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-04T14:18:00+02:00,2026-08-04T14:18:00+02:00,0.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-04T14:18:00+02:00,2026-08-04T14:18:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-04T14:18:00+02:00,2026-08-04T14:18:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-04T14:18:00+02:00,2026-08-04T14:18:00+02:00,0.0
alexanderplatz,100,bus,"Mitte, Memhardstr.",2026-08-04T14:19:00+02:00,2026-08-04T14:19:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-04T14:19:00+02:00,2026-08-04T14:19:00+02:00,0.0
alexanderplatz,U2,subway,Ruhleben,2026-08-04T14:19:00+02:00,2026-08-04T14:19:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-04T14:19:00+02:00,2026-08-04T14:19:00+02:00,0.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-04T14:20:00+02:00,2026-08-04T14:20:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-04T14:20:00+02:00,2026-08-04T14:20:00+02:00,0.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-04T14:19:00+02:00,2026-08-04T14:21:00+02:00,120.0
alexanderplatz,248,bus,U Breitenbachplatz via S Südkreuz,2026-08-04T14:21:00+02:00,2026-08-04T14:21:00+02:00,0.0
alexanderplatz,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-04T14:21:00+02:00,2026-08-04T14:21:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-04T14:23:00+02:00,2026-08-04T14:21:00+02:00,-120.0
alexanderplatz,S9,suburban,Flughafen BER,2026-08-04T14:22:00+02:00,2026-08-04T14:22:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-04T14:22:00+02:00,2026-08-04T14:22:00+02:00,0.0
alexanderplatz,S9,suburban,S Spandau Bhf (Berlin),2026-08-04T14:23:00+02:00,2026-08-04T14:23:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-04T14:23:00+02:00,2026-08-04T14:23:00+02:00,0.0
alexanderplatz,M4,tram,Falkenberg,2026-08-04T14:23:00+02:00,2026-08-04T14:23:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-04T14:23:00+02:00,2026-08-04T14:23:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-04T14:23:00+02:00,2026-08-04T14:23:00+02:00,0.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-04T14:25:00+02:00,2026-08-04T14:23:00+02:00,-120.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-04T14:24:00+02:00,2026-08-04T14:24:00+02:00,0.0
alexanderplatz,M6,tram,"Hellersdorf, Riesaer Str.",2026-08-04T14:25:00+02:00,2026-08-04T14:25:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-04T14:25:00+02:00,2026-08-04T14:25:00+02:00,0.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-04T14:25:00+02:00,2026-08-04T14:26:00+02:00,60.0
alexanderplatz,100,bus,S+U Zoologischer Garten via Reichstag,2026-08-04T14:26:00+02:00,2026-08-04T14:26:00+02:00,0.0
alexanderplatz,U5,subway,Biesdorf-Süd,2026-08-04T14:27:00+02:00,2026-08-04T14:27:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-04T14:27:00+02:00,2026-08-04T14:28:00+02:00,60.0
alexanderplatz,200,bus,S+U Zoologischer Garten via Potsdamer Platz,2026-08-04T14:28:00+02:00,2026-08-04T14:28:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-04T14:28:00+02:00,2026-08-04T14:28:00+02:00,0.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-04T14:28:00+02:00,2026-08-04T14:28:00+02:00,0.0
alexanderplatz,U2,subway,Ruhleben,2026-08-04T14:28:00+02:00,2026-08-04T14:28:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-04T14:28:00+02:00,2026-08-04T14:28:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-04T14:28:00+02:00,2026-08-04T14:28:00+02:00,0.0
alexanderplatz,300,bus,S+U Warschauer Str.,2026-08-04T14:26:00+02:00,2026-08-04T14:29:00+02:00,180.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-04T14:29:00+02:00,2026-08-04T14:29:00+02:00,0.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-04T14:29:00+02:00,2026-08-04T14:30:00+02:00,60.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-04T14:30:00+02:00,2026-08-04T14:30:00+02:00,0.0
