station,line,product,direction,planned_when,actual_when,delay_seconds
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-18T09:50:00+02:00,2026-08-18T09:50:00+02:00,0.0
alexanderplatz,U2,subway,Ruhleben,2026-08-18T09:50:00+02:00,2026-08-18T09:50:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-18T09:50:00+02:00,2026-08-18T09:50:00+02:00,0.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-18T09:51:00+02:00,2026-08-18T09:51:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-18T09:48:00+02:00,2026-08-18T09:52:00+02:00,240.0
alexanderplatz,300,bus,"Tiergarten, Philharmonie",2026-08-18T09:51:00+02:00,2026-08-18T09:52:00+02:00,60.0
alexanderplatz,U5,subway,Frankfurter Allee,2026-08-18T09:52:00+02:00,2026-08-18T09:52:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-18T09:51:00+02:00,2026-08-18T09:53:00+02:00,120.0
alexanderplatz,200,bus,S+U Zoologischer Garten via Potsdamer Platz,2026-08-18T09:52:00+02:00,2026-08-18T09:53:00+02:00,60.0
alexanderplatz,M2,tram,Heinersdorf,2026-08-18T09:53:00+02:00,2026-08-18T09:53:00+02:00,0.0
alexanderplatz,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-18T09:53:00+02:00,2026-08-18T09:53:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-18T09:53:00+02:00,2026-08-18T09:53:00+02:00,0.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-18T09:55:00+02:00,2026-08-18T09:53:00+02:00,-120.0
alexanderplatz,248,bus,S Südkreuz,2026-08-18T09:54:00+02:00,2026-08-18T09:54:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-18T09:54:00+02:00,2026-08-18T09:54:00+02:00,0.0
alexanderplatz,200,bus,"Prenzlauer Berg, Michelangelostr.",2026-08-18T09:54:00+02:00,2026-08-18T09:55:00+02:00,60.0
alexanderplatz,U2,subway,Theodor-Heuss-Platz,2026-08-18T09:55:00+02:00,2026-08-18T09:55:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-18T09:55:00+02:00,2026-08-18T09:55:00+02:00,0.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-18T09:45:00+02:00,2026-08-18T09:56:00+02:00,660.0
alexanderplatz,U8,subway,Paracelsus-Bad,2026-08-18T09:53:00+02:00,2026-08-18T09:56:00+02:00,180.0
alexanderplatz,100,bus,S+U Zoologischer Garten via Reichstag,2026-08-18T09:56:00+02:00,2026-08-18T09:56:00+02:00,0.0
alexanderplatz,M4,tram,Falkenberg,2026-08-18T09:56:00+02:00,2026-08-18T09:56:00+02:00,0.0
alexanderplatz,M6,tram,"Hellersdorf, Riesaer Str.",2026-08-18T09:57:00+02:00,2026-08-18T09:57:00+02:00,0.0
alexanderplatz,U5,subway,Frankfurter Allee,2026-08-18T09:57:00+02:00,2026-08-18T09:57:00+02:00,0.0
alexanderplatz,S3,suburban,S Erkner Bhf,2026-08-18T09:52:00+02:00,2026-08-18T09:58:00+02:00,360.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-18T09:56:00+02:00,2026-08-18T09:58:00+02:00,120.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-18T09:58:00+02:00,2026-08-18T09:58:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-18T09:58:00+02:00,2026-08-18T09:58:00+02:00,0.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-18T09:59:00+02:00,2026-08-18T09:58:00+02:00,-60.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-18T09:43:00+02:00,2026-08-18T09:59:00+02:00,960.0
alexanderplatz,U2,subway,Pankow,2026-08-18T09:59:00+02:00,2026-08-18T09:59:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-18T09:59:00+02:00,2026-08-18T09:59:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-18T09:58:00+02:00,2026-08-18T10:00:00+02:00,120.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-18T10:00:00+02:00,2026-08-18T10:00:00+02:00,0.0
alexanderplatz,U2,subway,Ruhleben,2026-08-18T10:00:00+02:00,2026-08-18T10:00:00+02:00,0.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-18T10:01:00+02:00,2026-08-18T10:00:00+02:00,-60.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-18T10:01:00+02:00,2026-08-18T10:01:00+02:00,0.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-18T09:55:00+02:00,2026-08-18T10:02:00+02:00,420.0
alexanderplatz,U5,subway,Frankfurter Allee,2026-08-18T10:02:00+02:00,2026-08-18T10:02:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-18T10:01:00+02:00,2026-08-18T10:03:00+02:00,120.0
alexanderplatz,S3,suburban,S Friedrichshagen (Berlin),2026-08-18T10:02:00+02:00,2026-08-18T10:03:00+02:00,60.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-18T10:03:00+02:00,2026-08-18T10:03:00+02:00,0.0
alexanderplatz,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-18T10:03:00+02:00,2026-08-18T10:03:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-18T10:03:00+02:00,2026-08-18T10:03:00+02:00,0.0
alexanderplatz,U8,subway,Paracelsus-Bad,2026-08-18T10:03:00+02:00,2026-08-18T10:03:00+02:00,0.0
alexanderplatz,200,bus,S+U Zoologischer Garten via Potsdamer Platz,2026-08-18T10:04:00+02:00,2026-08-18T10:04:00+02:00,0.0
alexanderplatz,248,bus,U Breitenbachplatz via S Südkreuz,2026-08-18T10:04:00+02:00,2026-08-18T10:04:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-18T10:04:00+02:00,2026-08-18T10:04:00+02:00,0.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-18T10:05:00+02:00,2026-08-18T10:04:00+02:00,-60.0
alexanderplatz,100,bus,"Mitte, Memhardstr.",2026-08-18T10:02:00+02:00,2026-08-18T10:05:00+02:00,180.0
alexanderplatz,S3,suburban,S Spandau Bhf (Berlin),2026-08-18T10:03:00+02:00,2026-08-18T10:05:00+02:00,120.0
alexanderplatz,U2,subway,Pankow,2026-08-18T10:04:00+02:00,2026-08-18T10:05:00+02:00,60.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-18T10:05:00+02:00,2026-08-18T10:05:00+02:00,0.0
alexanderplatz,U2,subway,Theodor-Heuss-Platz,2026-08-18T10:05:00+02:00,2026-08-18T10:05:00+02:00,0.0
alexanderplatz,M4,tram,Falkenberg,2026-08-18T10:06:00+02:00,2026-08-18T10:06:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-18T10:06:00+02:00,2026-08-18T10:07:00+02:00,60.0
alexanderplatz,M6,tram,"Hellersdorf, Riesaer Str.",2026-08-18T10:07:00+02:00,2026-08-18T10:07:00+02:00,0.0
alexanderplatz,U5,subway,Frankfurter Allee,2026-08-18T10:07:00+02:00,2026-08-18T10:07:00+02:00,0.0
alexanderplatz,200,bus,"Prenzlauer Berg, Michelangelostr.",2026-08-18T10:06:00+02:00,2026-08-18T10:08:00+02:00,120.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-18T10:08:00+02:00,2026-08-18T10:08:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-18T10:08:00+02:00,2026-08-18T10:08:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-18T10:08:00+02:00,2026-08-18T10:08:00+02:00,0.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-18T10:09:00+02:00,2026-08-18T10:08:00+02:00,-60.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-18T10:09:00+02:00,2026-08-18T10:09:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-18T10:08:00+02:00,2026-08-18T10:10:00+02:00,120.0
alexanderplatz,U2,subway,Ruhleben,2026-08-18T10:10:00+02:00,2026-08-18T10:10:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-18T10:11:00+02:00,2026-08-18T10:10:00+02:00,-60.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-18T10:10:00+02:00,2026-08-18T10:11:00+02:00,60.0
alexanderplatz,100,bus,S+U Zoologischer Garten via Reichstag,2026-08-18T10:11:00+02:00,2026-08-18T10:11:00+02:00,0.0
alexanderplatz,300,bus,"Tiergarten, Philharmonie",2026-08-18T10:11:00+02:00,2026-08-18T10:11:00+02:00,0.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-18T10:11:00+02:00,2026-08-18T10:11:00+02:00,0.0
alexanderplatz,S3,suburban,S Erkner Bhf,2026-08-18T10:12:00+02:00,2026-08-18T10:12:00+02:00,0.0
alexanderplatz,U5,subway,Frankfurter Allee,2026-08-18T10:12:00+02:00,2026-08-18T10:12:00+02:00,0.0
alexanderplatz,S3,suburban,S Spandau Bhf (Berlin),2026-08-18T10:13:00+02:00,2026-08-18T10:13:00+02:00,0.0
alexanderplatz,M2,tram,Heinersdorf,2026-08-18T10:13:00+02:00,2026-08-18T10:13:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-18T10:13:00+02:00,2026-08-18T10:13:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-18T10:13:00+02:00,2026-08-18T10:13:00+02:00,0.0
alexanderplatz,U8,subway,Paracelsus-Bad,2026-08-18T10:13:00+02:00,2026-08-18T10:13:00+02:00,0.0
alexanderplatz,248,bus,S Südkreuz,2026-08-18T10:14:00+02:00,2026-08-18T10:14:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-18T10:14:00+02:00,2026-08-18T10:14:00+02:00,0.0
alexanderplatz,U2,subway,Theodor-Heuss-Platz,2026-08-18T10:15:00+02:00,2026-08-18T10:15:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-18T10:16:00+02:00,2026-08-18T10:15:00+02:00,-60.0
alexanderplatz,300,bus,S+U Warschauer Str.,2026-08-18T10:06:00+02:00,2026-08-18T10:16:00+02:00,600.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-18T10:15:00+02:00,2026-08-18T10:16:00+02:00,60.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-18T10:15:00+02:00,2026-08-18T10:16:00+02:00,60.0
alexanderplatz,200,bus,S+U Zoologischer Garten via Potsdamer Platz,2026-08-18T10:16:00+02:00,2026-08-18T10:16:00+02:00,0.0
alexanderplatz,M4,tram,Falkenberg,2026-08-18T10:16:00+02:00,2026-08-18T10:16:00+02:00,0.0
alexanderplatz,100,bus,"Mitte, Memhardstr.",2026-08-18T10:17:00+02:00,2026-08-18T10:17:00+02:00,0.0
alexanderplatz,M6,tram,"Hellersdorf, Riesaer Str.",2026-08-18T10:17:00+02:00,2026-08-18T10:17:00+02:00,0.0
alexanderplatz,U5,subway,Frankfurter Allee,2026-08-18T10:17:00+02:00,2026-08-18T10:17:00+02:00,0.0
alexanderplatz,200,bus,"Prenzlauer Berg, Michelangelostr.",2026-08-18T10:18:00+02:00,2026-08-18T10:18:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-18T10:18:00+02:00,2026-08-18T10:18:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-18T10:18:00+02:00,2026-08-18T10:18:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-18T10:18:00+02:00,2026-08-18T10:18:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-18T10:18:00+02:00,2026-08-18T10:18:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-18T10:19:00+02:00,2026-08-18T10:19:00+02:00,0.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-18T10:19:00+02:00,2026-08-18T10:20:00+02:00,60.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-18T10:20:00+02:00,2026-08-18T10:20:00+02:00,0.0
alexanderplatz,U2,subway,Ruhleben,2026-08-18T10:20:00+02:00,2026-08-18T10:20:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-18T10:21:00+02:00,2026-08-18T10:21:00+02:00,0.0
alexanderplatz,U5,subway,Frankfurter Allee,2026-08-18T10:22:00+02:00,2026-08-18T10:22:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-18T10:23:00+02:00,2026-08-18T10:23:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-18T10:23:00+02:00,2026-08-18T10:23:00+02:00,0.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-18T10:25:00+02:00,2026-08-18T10:23:00+02:00,-120.0
alexanderplatz,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-18T10:23:00+02:00,2026-08-18T10:24:00+02:00,60.0
alexanderplatz,U2,subway,Pankow,2026-08-18T10:23:00+02:00,2026-08-18T10:24:00+02:00,60.0
alexanderplatz,U8,subway,Paracelsus-Bad,2026-08-18T10:23:00+02:00,2026-08-18T10:24:00+02:00,60.0
alexanderplatz,248,bus,U Breitenbachplatz via S Südkreuz,2026-08-18T10:24:00+02:00,2026-08-18T10:24:00+02:00,0.0
alexanderplatz,S3,suburban,S Spandau Bhf (Berlin),2026-08-18T10:23:00+02:00,2026-08-18T10:25:00+02:00,120.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-18T10:24:00+02:00,2026-08-18T10:25:00+02:00,60.0
alexanderplatz,U2,subway,Theodor-Heuss-Platz,2026-08-18T10:25:00+02:00,2026-08-18T10:25:00+02:00,0.0
alexanderplatz,300,bus,S+U Warschauer Str.,2026-08-18T10:26:00+02:00,2026-08-18T10:25:00+02:00,-60.0
alexanderplatz,100,bus,S+U Zoologischer Garten via Reichstag,2026-08-18T10:26:00+02:00,2026-08-18T10:26:00+02:00,0.0
alexanderplatz,M4,tram,Falkenberg,2026-08-18T10:26:00+02:00,2026-08-18T10:26:00+02:00,0.0
alexanderplatz,M6,tram,"Hellersdorf, Riesaer Str.",2026-08-18T10:27:00+02:00,2026-08-18T10:27:00+02:00,0.0
alexanderplatz,U5,subway,Frankfurter Allee,2026-08-18T10:27:00+02:00,2026-08-18T10:27:00+02:00,0.0
alexanderplatz,S5,suburban,S Westkreuz (Berlin),2026-08-18T10:28:00+02:00,2026-08-18T10:28:00+02:00,0.0
alexanderplatz,200,bus,S+U Zoologischer Garten via Potsdamer Platz,2026-08-18T10:28:00+02:00,2026-08-18T10:28:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-18T10:28:00+02:00,2026-08-18T10:28:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-18T10:28:00+02:00,2026-08-18T10:28:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-18T10:28:00+02:00,2026-08-18T10:28:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-18T10:28:00+02:00,2026-08-18T10:28:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-18T10:26:00+02:00,2026-08-18T10:29:00+02:00,180.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-18T10:29:00+02:00,2026-08-18T10:29:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-18T10:29:00+02:00,2026-08-18T10:29:00+02:00,0.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-18T10:25:00+02:00,2026-08-18T10:30:00+02:00,300.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-18T10:30:00+02:00,2026-08-18T10:30:00+02:00,0.0
alexanderplatz,200,bus,"Prenzlauer Berg, Michelangelostr.",2026-08-18T10:30:00+02:00,2026-08-18T10:30:00+02:00,0.0
alexanderplatz,U2,subway,Ruhleben,2026-08-18T10:30:00+02:00,2026-08-18T10:30:00+02:00,0.0
alexanderplatz,300,bus,"Tiergarten, Philharmonie",2026-08-18T10:31:00+02:00,2026-08-18T10:31:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-18T10:31:00+02:00,2026-08-18T10:31:00+02:00,0.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-18T10:31:00+02:00,2026-08-18T10:31:00+02:00,0.0
alexanderplatz,100,bus,"Mitte, Memhardstr.",2026-08-18T10:32:00+02:00,2026-08-18T10:31:00+02:00,-60.0
alexanderplatz,U5,subway,Frankfurter Allee,2026-08-18T10:32:00+02:00,2026-08-18T10:32:00+02:00,0.0
alexanderplatz,M2,tram,Heinersdorf,2026-08-18T10:33:00+02:00,2026-08-18T10:33:00+02:00,0.0
alexanderplatz,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-18T10:33:00+02:00,2026-08-18T10:33:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-18T10:33:00+02:00,2026-08-18T10:33:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-18T10:33:00+02:00,2026-08-18T10:33:00+02:00,0.0
alexanderplatz,U8,subway,Paracelsus-Bad,2026-08-18T10:33:00+02:00,2026-08-18T10:33:00+02:00,0.0
alexanderplatz,S3,suburban,S Spandau Bhf (Berlin),2026-08-18T10:33:00+02:00,2026-08-18T10:34:00+02:00,60.0
alexanderplatz,248,bus,S Südkreuz,2026-08-18T10:34:00+02:00,2026-08-18T10:34:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-18T10:34:00+02:00,2026-08-18T10:34:00+02:00,0.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-18T10:35:00+02:00,2026-08-18T10:35:00+02:00,0.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-18T10:35:00+02:00,2026-08-18T10:35:00+02:00,0.0
alexanderplatz,U2,subway,Theodor-Heuss-Platz,2026-08-18T10:35:00+02:00,2026-08-18T10:35:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-18T10:36:00+02:00,2026-08-18T10:36:00+02:00,0.0
alexanderplatz,M4,tram,Falkenberg,2026-08-18T10:36:00+02:00,2026-08-18T10:36:00+02:00,0.0
alexanderplatz,M6,tram,"Hellersdorf, Riesaer Str.",2026-08-18T10:37:00+02:00,2026-08-18T10:37:00+02:00,0.0
alexanderplatz,U5,subway,Frankfurter Allee,2026-08-18T10:37:00+02:00,2026-08-18T10:37:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-18T10:38:00+02:00,2026-08-18T10:38:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-18T10:38:00+02:00,2026-08-18T10:38:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-18T10:38:00+02:00,2026-08-18T10:38:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-18T10:38:00+02:00,2026-08-18T10:38:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-18T10:39:00+02:00,2026-08-18T10:39:00+02:00,0.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-18T10:40:00+02:00,2026-08-18T10:40:00+02:00,0.0
alexanderplatz,200,bus,S+U Zoologischer Garten via Potsdamer Platz,2026-08-18T10:40:00+02:00,2026-08-18T10:40:00+02:00,0.0
alexanderplatz,U2,subway,Ruhleben,2026-08-18T10:40:00+02:00,2026-08-18T10:40:00+02:00,0.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-18T10:39:00+02:00,2026-08-18T10:41:00+02:00,120.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-18T10:41:00+02:00,2026-08-18T10:41:00+02:00,0.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-18T10:41:00+02:00,2026-08-18T10:41:00+02:00,0.0
alexanderplatz,S3,suburban,S Friedrichshagen (Berlin),2026-08-18T10:42:00+02:00,2026-08-18T10:42:00+02:00,0.0
alexanderplatz,200,bus,"Prenzlauer Berg, Michelangelostr.",2026-08-18T10:42:00+02:00,2026-08-18T10:42:00+02:00,0.0
alexanderplatz,U5,subway,Frankfurter Allee,2026-08-18T10:42:00+02:00,2026-08-18T10:42:00+02:00,0.0
alexanderplatz,S3,suburban,S Spandau Bhf (Berlin),2026-08-18T10:43:00+02:00,2026-08-18T10:43:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-18T10:43:00+02:00,2026-08-18T10:43:00+02:00,0.0
alexanderplatz,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-18T10:43:00+02:00,2026-08-18T10:43:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-18T10:43:00+02:00,2026-08-18T10:43:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-18T10:43:00+02:00,2026-08-18T10:43:00+02:00,0.0
alexanderplatz,U8,subway,Paracelsus-Bad,2026-08-18T10:43:00+02:00,2026-08-18T10:43:00+02:00,0.0
alexanderplatz,248,bus,U Breitenbachplatz via S Südkreuz,2026-08-18T10:44:00+02:00,2026-08-18T10:44:00+02:00,0.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-18T10:44:00+02:00,2026-08-18T10:44:00+02:00,0.0
alexanderplatz,U2,subway,Theodor-Heuss-Platz,2026-08-18T10:45:00+02:00,2026-08-18T10:45:00+02:00,0.0
alexanderplatz,S3,suburban,S Erkner Bhf,2026-08-18T10:32:00+02:00,2026-08-18T10:46:00+02:00,840.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-18T10:45:00+02:00,2026-08-18T10:46:00+02:00,60.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-18T10:45:00+02:00,2026-08-18T10:46:00+02:00,60.0
alexanderplatz,300,bus,S+U Warschauer Str.,2026-08-18T10:46:00+02:00,2026-08-18T10:46:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-18T10:46:00+02:00,2026-08-18T10:46:00+02:00,0.0
alexanderplatz,M4,tram,Falkenberg,2026-08-18T10:46:00+02:00,2026-08-18T10:46:00+02:00,0.0
alexanderplatz,S5,suburban,S Strausberg Nord,2026-08-18T10:47:00+02:00,2026-08-18T10:47:00+02:00,0.0
alexanderplatz,100,bus,"Mitte, Memhardstr.",2026-08-18T10:47:00+02:00,2026-08-18T10:47:00+02:00,0.0
alexanderplatz,M6,tram,"Hellersdorf, Riesaer Str.",2026-08-18T10:47:00+02:00,2026-08-18T10:47:00+02:00,0.0
alexanderplatz,U5,subway,Frankfurter Allee,2026-08-18T10:47:00+02:00,2026-08-18T10:47:00+02:00,0.0
alexanderplatz,S5,suburban,S Westkreuz (Berlin),2026-08-18T10:48:00+02:00,2026-08-18T10:48:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-18T10:48:00+02:00,2026-08-18T10:48:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-18T10:48:00+02:00,2026-08-18T10:48:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-18T10:48:00+02:00,2026-08-18T10:48:00+02:00,0.0
alexanderplatz,U8,subway,Wittenau,2026-08-18T10:48:00+02:00,2026-08-18T10:48:00+02:00,0.0
alexanderplatz,U2,subway,Ruhleben,2026-08-18T11:30:00+02:00,2026-08-18T11:31:00+02:00,60.0
alexanderplatz,300,bus,"Tiergarten, Philharmonie",2026-08-18T11:31:00+02:00,2026-08-18T11:31:00+02:00,0.0
alexanderplatz,M4,tram,"Hohenschönhausen, Zingster Str.",2026-08-18T11:31:00+02:00,2026-08-18T11:31:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-18T11:31:00+02:00,2026-08-18T11:32:00+02:00,60.0
alexanderplatz,S3,suburban,S Erkner Bhf,2026-08-18T11:32:00+02:00,2026-08-18T11:32:00+02:00,0.0
alexanderplatz,U5,subway,Frankfurter Allee,2026-08-18T11:32:00+02:00,2026-08-18T11:32:00+02:00,0.0
alexanderplatz,S3,suburban,S Spandau Bhf (Berlin),2026-08-18T11:33:00+02:00,2026-08-18T11:33:00+02:00,0.0
alexanderplatz,M2,tram,Heinersdorf,2026-08-18T11:33:00+02:00,2026-08-18T11:33:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-18T11:33:00+02:00,2026-08-18T11:33:00+02:00,0.0
alexanderplatz,M6,tram,"Mitte, Am Kupfergraben",2026-08-18T11:35:00+02:00,2026-08-18T11:33:00+02:00,-120.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-18T11:33:00+02:00,2026-08-18T11:34:00+02:00,60.0
alexanderplatz,U8,subway,Paracelsus-Bad,2026-08-18T11:33:00+02:00,2026-08-18T11:34:00+02:00,60.0
alexanderplatz,248,bus,S Südkreuz,2026-08-18T11:34:00+02:00,2026-08-18T11:34:00+02:00,0.0
alexanderplatz,M4,tram,S Hackescher Markt,2026-08-18T11:36:00+02:00,2026-08-18T11:34:00+02:00,-120.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-18T11:34:00+02:00,2026-08-18T11:35:00+02:00,60.0
alexanderplatz,S7,suburban,S Ahrensfelde Bhf (Berlin),2026-08-18T11:35:00+02:00,2026-08-18T11:35:00+02:00,0.0
alexanderplatz,M5,tram,"Hohenschönhausen, Zingster Str.",2026-08-18T11:33:00+02:00,2026-08-18T11:36:00+02:00,180.0
alexanderplatz,U2,subway,Theodor-Heuss-Platz,2026-08-18T11:35:00+02:00,2026-08-18T11:36:00+02:00,60.0
alexanderplatz,M4,tram,Falkenberg,2026-08-18T11:36:00+02:00,2026-08-18T11:36:00+02:00,0.0
alexanderplatz,100,bus,"Mitte, Memhardstr.",2026-08-18T11:33:00+02:00,2026-08-18T11:37:00+02:00,240.0
alexanderplatz,M6,tram,"Hellersdorf, Riesaer Str.",2026-08-18T11:37:00+02:00,2026-08-18T11:37:00+02:00,0.0
alexanderplatz,U5,subway,Frankfurter Allee,2026-08-18T11:37:00+02:00,2026-08-18T11:37:00+02:00,0.0
alexanderplatz,M2,tram,Am Steinberg,2026-08-18T11:38:00+02:00,2026-08-18T11:38:00+02:00,0.0
alexanderplatz,U2,subway,Pankow,2026-08-18T11:38:00+02:00,2026-08-18T11:38:00+02:00,0.0
alexanderplatz,U5,subway,Hauptbahnhof,2026-08-18T11:38:00+02:00,2026-08-18T11:38:00+02:00,0.0
alexanderplatz,M5,tram,S+U Hauptbahnhof,2026-08-18T11:39:00+02:00,2026-08-18T11:38:00+02:00,-60.0
alexanderplatz,U8,subway,Wittenau,2026-08-18T11:38:00+02:00,2026-08-18T11:39:00+02:00,60.0
alexanderplatz,U8,subway,Hermannstraße,2026-08-18T11:39:00+02:00,2026-08-18T11:39:00+02:00,0.0
alexanderplatz,200,bus,S+U Zoologischer Garten via Potsdamer Platz,2026-08-18T11:40:00+02:00,2026-08-18T11:39:00+02:00,-60.0
alexanderplatz,S7,suburban,S Potsdam Hauptbahnhof,2026-08-18T11:40:00+02:00,2026-08-18T11:40:00+02:00,0.0
alexanderplatz,U2,subway,Ruhleben,2026-08-18T11:40:00+02:00,2026-08-18T11:40:00+02:00,0.0
